279,6,Breeding,
333,6,Breeding,
334,6,Breeding,
41,7,Level,31
42,7,Level,35
169,7,Level,35
227,7,Level,29
16,7,Breeding,
17,7,Breeding,
18,7,Breeding,
79,8,Level,43
80,8,Level,46
143,8,Level,6
150,8,Level,77
161,8,Level,49
162,8,Level,59
194,8,Level,21
195,8,Level,23
218,8,Level,29
219,8,Level,29
220,8,Level,55
221,8,Level,70
287,8,Level,25
289,8,Level,25
316,8,Level,17
317,8,Level,17
320,8,Level,46
321,8,Level,52
322,8,Level,31
323,8,Level,31
324,8,Level,40
339,8,Level,21
340,8,Level,21
345,8,Level,36
346,8,Level,36
368,8,Level,29
378,8,Level,41
379,8,Level,41
32,8,Breeding,
33,8,Breeding,
34,8,Breeding,
35,8,Breeding,
36,8,Breeding,
52,8,Breeding,
53,8,Breeding,
98,8,Breeding,
99,8,Breeding,
114,8,Breeding,
170,8,Breeding,
171,8,Breeding,
173,8,Breeding,
183,8,Breeding,
184,8,Breeding,
187,8,Breeding,
188,8,Breeding,
189,8,Breeding,
203,8,Breeding,
222,8,Breeding,
273,8,Breeding,
274,8,Breeding,
275,8,Breeding,
369,8,Breeding,
138,9,Level,49
139,9,Level,55
140,9,Level,55
141,9,Level,65
142,9,Level,29
151,9,Level,50
222,9,Level,45
249,9,Level,88
250,9,Level,88
251,9,Level,20
343,9,Level,25
344,9,Level,25
345,9,Level,43
346,9,Level,48
347,9,Level,37
348,9,Level,37
352,9,Level,49
369,9,Level,43
377,9,Level,33
378,9,Level,33
379,9,Level,33
382,9,Level,15
383,9,Level,15
384,9,Level,15
4,9,Breeding,
5,9,Breeding,
6,9,Breeding,
50,9,Breeding,
51,9,Breeding,
102,9,Breeding,
103,9,Breeding,
104,9,Breeding,
105,9,Breeding,
152,9,Breeding,
153,9,Breeding,
154,9,Breeding,
158,9,Breeding,
159,9,Breeding,
160,9,Breeding,
194,9,Breeding,
195,9,Breeding,
206,9,Breeding,
220,9,Breeding,
221,9,Breeding,
231,9,Breeding,
231,9,Breeding,
246,9,Breeding,
247,9,Breeding,
248,9,Breeding,
303,9,Breeding,
341,9,Breeding,
342,9,Breeding,
296,10,Level,10
297,10,Level,1
297,10,Level,10
45,11,Level,1
46,11,Level,49
47,11,Level,59
315,11,Level,53
113,11,Breeding,
242,11,Breeding,
300,12,Level,19
52,12,Breeding,
53,12,Breeding,
96,12,Breeding,
97,12,Breeding,
161,12,Breeding,
162,12,Breeding,
327,12,Breeding,
41,13,Level,11
42,13,Level,1
42,13,Level,11
169,13,Level,1
169,13,Level,11
190,13,Level,13
198,13,Level,9
200,13,Level,11
203,13,Level,7
234,13,Level,13
270,13,Level,1
271,13,Level,1
272,13,Level,1
293,13,Level,11
294,13,Level,1
294,13,Level,11
295,13,Level,1
295,13,Level,11
302,13,Level,13
303,13,Level,1
320,13,Level,23
321,13,Level,23
333,13,Level,8
334,13,Level,1
334,13,Level,8
345,13,Level,1
346,13,Level,1
352,13,Level,1
355,13,Level,16
356,13,Level,16
358,13,Level,9
21,13,Breeding,
22,13,Breeding,
92,13,Breeding,
93,13,Breeding,
94,13,Breeding,
206,13,Breeding,
211,13,Breeding,
261,13,Breeding,
262,13,Breeding,
353,13,Breeding,
354,13,Breeding,
267,14,Level,31
300,14,Level,7
301,14,Level,1
350,14,Level,45
370,14,Level,28
1,14,TM,
2,14,TM,
3,14,TM,
4,14,TM,
5,14,TM,
6,14,TM,
7,14,TM,
8,14,TM,
9,14,TM,
12,14,TM,
15,14,TM,
16,14,TM,
17,14,TM,
18,14,TM,
19,14,TM,
20,14,TM,
21,14,TM,
22,14,TM,
23,14,TM,
24,14,TM,
25,14,TM,
26,14,TM,
27,14,TM,
28,14,TM,
29,14,TM,
30,14,TM,
31,14,TM,
32,14,TM,
33,14,TM,
34,14,TM,
35,14,TM,
36,14,TM,
37,14,TM,
38,14,TM,
39,14,TM,
40,14,TM,
41,14,TM,
42,14,TM,
43,14,TM,
44,14,TM,
45,14,TM,
46,14,TM,
47,14,TM,
48,14,TM,
49,14,TM,
50,14,TM,
51,14,TM,
52,14,TM,
53,14,TM,
54,14,TM,
55,14,TM,
56,14,TM,
57,14,TM,
58,14,TM,
59,14,TM,
60,14,TM,
61,14,TM,
62,14,TM,
63,14,TM,
64,14,TM,
65,14,TM,
66,14,TM,
67,14,TM,
68,14,TM,
69,14,TM,
70,14,TM,
71,14,TM,
72,14,TM,
73,14,TM,
74,14,TM,
75,14,TM,
76,14,TM,
77,14,TM,
78,14,TM,
79,14,TM,
80,14,TM,
83,14,TM,
84,14,TM,
85,14,TM,
86,14,TM,
87,14,TM,
88,14,TM,
89,14,TM,
90,14,TM,
91,14,TM,
92,14,TM,
93,14,TM,
94,14,TM,
95,14,TM,
96,14,TM,
97,14,TM,
98,14,TM,
99,14,TM,
102,14,TM,
103,14,TM,
104,14,TM,
105,14,TM,
106,14,TM,
107,14,TM,
108,14,TM,
109,14,TM,
110,14,TM,
111,14,TM,
112,14,TM,
113,14,TM,
270,192,Level,13
271,192,Level,13
272,192,Level,1
273,192,Level,13
274,192,Level,13
275,192,Level,1
114,192,Breeding,
152,192,Breeding,
153,192,Breeding,
154,192,Breeding,
192,192,Breeding,
357,192,Breeding,
331,193,Level,37
332,193,Level,41
114,14,TM,
115,14,TM,
116,14,TM,
117,14,TM,
118,14,TM,
119,14,TM,
122,14,TM,
123,14,TM,
124,14,TM,
125,14,TM,
126,14,TM,
127,14,TM,
128,14,TM,
130,14,TM,
131,14,TM,
133,14,TM,
134,14,TM,
135,14,TM,
136,14,TM,
138,14,TM,
139,14,TM,
140,14,TM,
141,14,TM,
142,14,TM,
143,14,TM,
147,14,TM,
148,14,TM,
149,14,TM,
151,14,TM,
152,14,TM,
153,14,TM,
154,14,TM,
155,14,TM,
156,14,TM,
157,14,TM,
158,14,TM,
159,14,TM,
160,14,TM,
161,14,TM,
162,14,TM,
163,14,TM,
164,14,TM,
165,14,TM,
166,14,TM,
167,14,TM,
168,14,TM,
169,14,TM,
170,14,TM,
171,14,TM,
172,14,TM,
173,14,TM,
174,14,TM,
175,14,TM,
176,14,TM,
177,14,TM,
178,14,TM,
179,14,TM,
180,14,TM,
181,14,TM,
182,14,TM,
183,14,TM,
184,14,TM,
185,14,TM,
186,14,TM,
187,14,TM,
188,14,TM,
189,14,TM,
190,14,TM,
191,14,TM,
192,14,TM,
193,14,TM,
194,14,TM,
195,14,TM,
196,14,TM,
197,14,TM,
198,14,TM,
199,14,TM,
200,14,TM,
203,14,TM,
204,14,TM,
205,14,TM,
206,14,TM,
207,14,TM,
208,14,TM,
209,14,TM,
210,14,TM,
211,14,TM,
212,14,TM,
213,14,TM,
214,14,TM,
215,14,TM,
216,14,TM,
217,14,TM,
218,14,TM,
219,14,TM,
220,14,TM,
221,14,TM,
222,14,TM,
223,14,TM,
224,14,TM,
225,14,TM,
226,14,TM,
227,14,TM,
228,14,TM,
229,14,TM,
230,14,TM,
231,14,TM,
232,14,TM,
234,14,TM,
236,14,TM,
237,14,TM,
238,14,TM,
239,14,TM,
240,14,TM,
241,14,TM,
242,14,TM,
246,14,TM,
247,14,TM,
248,14,TM,
252,14,TM,
253,14,TM,
254,14,TM,
255,14,TM,
256,14,TM,
257,14,TM,
258,14,TM,
259,14,TM,
260,14,TM,
261,14,TM,
262,14,TM,
263,14,TM,
264,14,TM,
267,14,TM,
269,14,TM,
270,14,TM,
271,14,TM,
272,14,TM,
273,14,TM,
274,14,TM,
275,14,TM,
276,14,TM,
277,14,TM,
278,14,TM,
279,14,TM,
280,14,TM,
281,14,TM,
282,14,TM,
283,14,TM,
284,14,TM,
285,14,TM,
286,14,TM,
287,14,TM,
288,14,TM,
289,14,TM,
291,14,TM,
293,14,TM,
294,14,TM,
295,14,TM,
296,14,TM,
297,14,TM,
298,14,TM,
299,14,TM,
300,14,TM,
301,14,TM,
94,194,Level,21
167,194,Level,17
168,194,Level,17
177,194,Level,10
178,194,Level,10
198,194,Level,27
302,194,Level,9
353,194,Level,13
354,194,Level,1
354,194,Level,13
355,194,Level,1
356,194,Level,1
386,194,Level,5
151,194,Special,
92,195,Special,
93,195,Special,
94,195,Special,
97,195,Special,
224,196,Level,25
116,196,Breeding,
117,196,Breeding,
223,196,Breeding,
302,14,TM,
303,14,TM,
304,14,TM,
305,14,TM,
306,14,TM,
307,14,TM,
308,14,TM,
309,14,TM,
310,14,TM,
311,14,TM,
312,14,TM,
313,14,TM,
314,14,TM,
315,14,TM,
316,14,TM,
317,14,TM,
318,14,TM,
319,14,TM,
320,14,TM,
321,14,TM,
322,14,TM,
323,14,TM,
324,14,TM,
325,14,TM,
326,14,TM,
327,14,TM,
328,14,TM,
329,14,TM,
330,14,TM,
331,14,TM,
332,14,TM,
333,14,TM,
334,14,TM,
335,14,TM,
336,14,TM,
339,14,TM,
340,14,TM,
341,14,TM,
342,14,TM,
345,14,TM,
346,14,TM,
347,14,TM,
348,14,TM,
349,14,TM,
350,14,TM,
351,14,TM,
352,14,TM,
353,14,TM,
354,14,TM,
355,14,TM,
356,14,TM,
357,14,TM,
358,14,TM,
359,14,TM,
361,14,TM,
362,14,TM,
363,14,TM,
364,14,TM,
365,14,TM,
366,14,TM,
367,14,TM,
368,14,TM,
369,14,TM,
370,14,TM,
371,14,TM,
372,14,TM,
373,14,TM,
380,14,TM,
381,14,TM,
381,14,TM,
86,15,Level,21
87,15,Level,1
87,15,Level,21
90,15,Level,17
91,15,Level,1
134,15,Level,36
223,15,Level,22
224,15,Level,22
245,15,Level,41
363,15,Level,25
364,15,Level,25
365,15,Level,25
72,15,Breeding,
73,15,Breeding,
116,15,Breeding,
117,15,Breeding,
138,15,Breeding,
139,15,Breeding,
140,15,Breeding,
141,15,Breeding,
223,15,Breeding,
224,15,Breeding,
225,15,Breeding,
230,15,Breeding,
102,16,Level,1
103,16,Level,1
72,17,Level,36
73,17,Level,38
122,17,Level,1
150,17,Level,11
63,17,Breeding,
64,17,Breeding,
65,17,Breeding,
90,17,Breeding,
91,17,Breeding,
96,17,Breeding,
97,17,Breeding,
125,17,Breeding,
126,17,Breeding,
222,17,Breeding,
239,17,Breeding,
240,17,Breeding,
345,17,Breeding,
346,17,Breeding,
366,17,Breeding,
367,17,Breeding,
368,17,Breeding,
122,18,Level,49
133,18,Level,36
165,18,Level,29
166,18,Level,33
190,18,Level,18
203,18,Level,37
251,18,Level,40
291,18,Level,45
303,18,Level,31
311,18,Level,40
312,18,Level,40
367,18,Level,43
368,18,Level,43
48,18,Breeding,
49,18,Breeding,
123,18,Breeding,
167,18,Breeding,
168,18,Breeding,
212,18,Breeding,
300,18,Breeding,
301,18,Breeding,
307,18,Breeding,
308,18,Breeding,
313,18,Breeding,
314,18,Breeding,
327,18,Breeding,
359,18,Breeding,
215,19,Level,57
4,19,Breeding,
5,19,Breeding,
6,19,Breeding,
23,19,Breeding,
24,19,Breeding,
29,19,Breeding,
30,19,Breeding,
31,19,Breeding,
32,19,Breeding,
33,19,Breeding,
34,19,Breeding,
50,19,Breeding,
51,19,Breeding,
56,19,Breeding,
57,19,Breeding,
190,19,Breeding,
203,19,Breeding,
228,19,Breeding,
229,19,Breeding,
60,20,Level,37
61,20,Level,43
224,196,Breeding,
230,196,Breeding,
58,197,Level,19
59,197,Level,1
203,197,Level,25
220,197,Level,1
221,197,Level,1
228,197,Level,31
229,197,Level,35
231,197,Level,1
143,20,Level,15
263,20,Level,41
264,20,Level,53
296,20,Level,37
297,20,Level,40
4,20,Breeding,
5,20,Breeding,
6,20,Breeding,
35,20,Breeding,
36,20,Breeding,
79,20,Breeding,
80,20,Breeding,
104,20,Breeding,
105,20,Breeding,
108,20,Breeding,
173,20,Breeding,
183,20,Breeding,
184,20,Breeding,
199,20,Breeding,
204,21,Level,29
205,21,Level,29
213,21,Level,28
241,21,Level,26
258,21,Level,15
259,21,Level,15
260,21,Level,15
273,21,Level,1
307,21,Level,1
308,21,Level,1
25,21,Breeding,
26,21,Breeding,
165,21,Breeding,
166,21,Breeding,
172,21,Breeding,
206,21,Breeding,
214,21,Breeding,
95,22,Level,9
114,22,Level,28
127,22,Level,7
208,22,Level,9
352,22,Level,4
256,22,Level,1
7,23,Level,18
8,23,Level,19
9,23,Level,19
23,23,Level,13
24,23,Level,1
24,23,Level,13
29,23,Level,20
30,23,Level,22
41,23,Level,16
42,23,Level,16
52,23,Level,11
53,23,Level,1
53,23,Level,11
58,23,Level,1
59,23,Level,1
115,23,Level,7
130,23,Level,20
133,23,Level,30
134,23,Level,30
136,23,Level,30
138,23,Level,13
139,23,Level,1
139,23,Level,13
142,23,Level,15
158,23,Level,20
159,23,Level,21
160,23,Level,21
169,23,Level,16
209,23,Level,13
210,23,Level,13
228,23,Level,25
229,23,Level,27
243,23,Level,1
244,23,Level,1
245,23,Level,1
246,23,Level,1
247,23,Level,1
248,23,Level,1
261,23,Level,13
262,23,Level,1
262,23,Level,13
303,23,Level,11
309,23,Level,33
310,23,Level,39
318,23,Level,1
319,23,Level,1
328,23,Level,1
329,23,Level,1
330,23,Level,1
336,23,Level,10
359,23,Level,21
361,23,Level,10
362,23,Level,1
362,23,Level,10
367,23,Level,8
371,23,Level,5
372,23,Level,1
372,23,Level,5
373,23,Level,1
373,23,Level,5
4,23,Breeding,
5,23,Breeding,
6,23,Breeding,
19,23,Breeding,
20,23,Breeding,
206,23,Breeding,
215,23,Breeding,
220,23,Breeding,
221,23,Breeding,
234,23,Breeding,
4,24,Special,
5,24,Special,
6,24,Special,
155,24,Special,
257,25,Level,36
124,26,Level,67
144,26,Level,73
220,26,Level,46
221,26,Level,56
238,26,Level,57
361,26,Level,43
362,26,Level,53
363,26,Level,43
364,26,Level,47
365,26,Level,50
7,26,TM,
8,26,TM,
9,26,TM,
19,26,TM,
20,26,TM,
29,26,TM,
30,26,TM,
31,26,TM,
32,26,TM,
33,26,TM,
34,26,TM,
35,26,TM,
36,26,TM,
39,26,TM,
40,26,TM,
54,26,TM,
55,26,TM,
60,26,TM,
61,26,TM,
62,26,TM,
72,26,TM,
73,26,TM,
79,26,TM,
80,26,TM,
86,26,TM,
87,26,TM,
90,26,TM,
91,26,TM,
98,26,TM,
99,26,TM,
104,26,TM,
105,26,TM,
108,26,TM,
111,26,TM,
112,26,TM,
113,26,TM,
115,26,TM,
116,26,TM,
117,26,TM,
118,26,TM,
119,26,TM,
120,26,TM,
121,26,TM,
124,26,TM,
128,26,TM,
130,26,TM,
131,26,TM,
134,26,TM,
137,26,TM,
138,26,TM,
139,26,TM,
140,26,TM,
141,26,TM,
143,26,TM,
144,26,TM,
147,26,TM,
148,26,TM,
149,26,TM,
150,26,TM,
151,26,TM,
158,26,TM,
159,26,TM,
160,26,TM,
162,26,TM,
170,26,TM,
171,26,TM,
183,26,TM,
184,26,TM,
186,26,TM,
194,26,TM,
195,26,TM,
199,26,TM,
206,26,TM,
211,26,TM,
215,26,TM,
220,26,TM,
221,26,TM,
222,26,TM,
223,26,TM,
224,26,TM,
225,26,TM,
226,26,TM,
230,26,TM,
233,26,TM,
238,26,TM,
241,26,TM,
242,26,TM,
245,26,TM,
248,26,TM,
249,26,TM,
258,26,TM,
259,26,TM,
260,26,TM,
263,26,TM,
264,26,TM,
270,26,TM,
271,26,TM,
272,26,TM,
278,26,TM,
279,26,TM,
283,26,TM,
284,26,TM,
287,26,TM,
288,26,TM,
289,26,TM,
293,26,TM,
294,26,TM,
295,26,TM,
298,26,TM,
300,26,TM,
301,26,TM,
306,26,TM,
318,26,TM,
319,26,TM,
320,26,TM,
321,26,TM,
335,26,TM,
339,26,TM,
340,26,TM,
341,26,TM,
342,26,TM,
349,26,TM,
350,26,TM,
351,26,TM,
352,26,TM,
355,26,TM,
356,26,TM,
359,26,TM,
361,26,TM,
362,26,TM,
363,26,TM,
364,26,TM,
365,26,TM,
366,26,TM,
367,26,TM,
368,26,TM,
369,26,TM,
370,26,TM,
378,26,TM,
382,26,TM,
384,26,TM,
143,27,Level,37
185,27,Level,33
299,27,Level,16
74,27,Breeding,
75,27,Breeding,
76,27,Breeding,
95,27,Breeding,
208,27,Breeding,
361,27,Breeding,
362,27,Breeding,
31,28,Level,23
39,28,Level,34
60,28,Level,31
61,28,Level,35
124,28,Level,51
131,28,Level,13
143,28,Level,33
152,28,Level,29
153,28,Level,31
154,28,Level,31
218,28,Level,50
219,28,Level,60
241,28,Level,43
317,28,Level,26
324,28,Level,20
357,28,Level,37
363,28,Level,19
364,28,Level,19
365,28,Level,19
382,28,Level,20
1,28,Move Tutor,
2,28,Move Tutor,
3,28,Move Tutor,
4,28,Move Tutor,
5,28,Move Tutor,
6,28,Move Tutor,
7,28,Move Tutor,
8,28,Move Tutor,
9,28,Move Tutor,
19,28,Move Tutor,
20,28,Move Tutor,
23,28,Move Tutor,
24,28,Move Tutor,
25,28,Move Tutor,
26,28,Move Tutor,
27,28,Move Tutor,
28,28,Move Tutor,
29,28,Move Tutor,
30,28,Move Tutor,
31,28,Move Tutor,
32,28,Move Tutor,
33,28,Move Tutor,
34,28,Move Tutor,
35,28,Move Tutor,
36,28,Move Tutor,
37,28,Move Tutor,
38,28,Move Tutor,
39,28,Move Tutor,
40,28,Move Tutor,
45,28,Move Tutor,
46,28,Move Tutor,
47,28,Move Tutor,
50,28,Move Tutor,
51,28,Move Tutor,
52,28,Move Tutor,
53,28,Move Tutor,
54,28,Move Tutor,
55,28,Move Tutor,
56,28,Move Tutor,
57,28,Move Tutor,
58,28,Move Tutor,
59,28,Move Tutor,
60,28,Move Tutor,
61,28,Move Tutor,
62,28,Move Tutor,
63,28,Move Tutor,
64,28,Move Tutor,
65,28,Move Tutor,
66,28,Move Tutor,
67,28,Move Tutor,
68,28,Move Tutor,
71,28,Move Tutor,
74,28,Move Tutor,
75,28,Move Tutor,
76,28,Move Tutor,
77,28,Move Tutor,
78,28,Move Tutor,
79,28,Move Tutor,
80,28,Move Tutor,
83,28,Move Tutor,
84,28,Move Tutor,
85,28,Move Tutor,
86,28,Move Tutor,
87,28,Move Tutor,
88,28,Move Tutor,
89,28,Move Tutor,
94,28,Move Tutor,
95,28,Move Tutor,
96,28,Move Tutor,
97,28,Move Tutor,
98,28,Move Tutor,
99,28,Move Tutor,
104,28,Move Tutor,
105,28,Move Tutor,
106,28,Move Tutor,
107,28,Move Tutor,
108,28,Move Tutor,
111,28,Move Tutor,
112,28,Move Tutor,
113,28,Move Tutor,
114,28,Move Tutor,
115,28,Move Tutor,
122,28,Move Tutor,
124,28,Move Tutor,
125,28,Move Tutor,
126,28,Move Tutor,
127,28,Move Tutor,
128,28,Move Tutor,
130,28,Move Tutor,
131,28,Move Tutor,
133,28,Move Tutor,
134,28,Move Tutor,
135,28,Move Tutor,
136,28,Move Tutor,
138,28,Move Tutor,
139,28,Move Tutor,
140,28,Move Tutor,
141,28,Move Tutor,
143,28,Move Tutor,
147,28,Move Tutor,
148,28,Move Tutor,
149,28,Move Tutor,
150,28,Move Tutor,
151,28,Move Tutor,
152,28,Move Tutor,
153,28,Move Tutor,
154,28,Move Tutor,
155,28,Move Tutor,
156,28,Move Tutor,
157,28,Move Tutor,
158,28,Move Tutor,
159,28,Move Tutor,
160,28,Move Tutor,
161,28,Move Tutor,
162,28,Move Tutor,
167,28,Move Tutor,
168,28,Move Tutor,
172,28,Move Tutor,
173,28,Move Tutor,
174,28,Move Tutor,
175,28,Move Tutor,
176,28,Move Tutor,
179,28,Move Tutor,
180,28,Move Tutor,
181,28,Move Tutor,
183,28,Move Tutor,
184,28,Move Tutor,
185,28,Move Tutor,
186,28,Move Tutor,
190,28,Move Tutor,
194,28,Move Tutor,
195,28,Move Tutor,
196,28,Move Tutor,
197,28,Move Tutor,
199,28,Move Tutor,
203,28,Move Tutor,
204,28,Move Tutor,
205,28,Move Tutor,
206,28,Move Tutor,
208,28,Move Tutor,
209,28,Move Tutor,
210,28,Move Tutor,
213,28,Move Tutor,
214,28,Move Tutor,
216,28,Move Tutor,
217,28,Move Tutor,
218,28,Move Tutor,
219,28,Move Tutor,
220,28,Move Tutor,
221,28,Move Tutor,
222,28,Move Tutor,
225,28,Move Tutor,
226,28,Move Tutor,
228,28,Move Tutor,
229,28,Move Tutor,
230,28,Move Tutor,
231,28,Move Tutor,
232,28,Move Tutor,
234,28,Move Tutor,
236,28,Move Tutor,
237,28,Move Tutor,
238,28,Move Tutor,
239,28,Move Tutor,
240,28,Move Tutor,
241,28,Move Tutor,
242,28,Move Tutor,
243,28,Move Tutor,
244,28,Move Tutor,
245,28,Move Tutor,
246,28,Move Tutor,
247,28,Move Tutor,
248,28,Move Tutor,
249,28,Move Tutor,
252,28,Move Tutor,
253,28,Move Tutor,
254,28,Move Tutor,
255,28,Move Tutor,
256,28,Move Tutor,
257,28,Move Tutor,
258,28,Move Tutor,
259,28,Move Tutor,
260,28,Move Tutor,
261,28,Move Tutor,
262,28,Move Tutor,
263,28,Move Tutor,
264,28,Move Tutor,
270,28,Move Tutor,
271,28,Move Tutor,
272,28,Move Tutor,
273,28,Move Tutor,
274,28,Move Tutor,
275,28,Move Tutor,
280,28,Move Tutor,
281,28,Move Tutor,
282,28,Move Tutor,
285,28,Move Tutor,
286,28,Move Tutor,
287,28,Move Tutor,
288,28,Move Tutor,
289,28,Move Tutor,
293,28,Move Tutor,
294,28,Move Tutor,
295,28,Move Tutor,
296,28,Move Tutor,
297,28,Move Tutor,
298,28,Move Tutor,
299,28,Move Tutor,
300,28,Move Tutor,
301,28,Move Tutor,
302,28,Move Tutor,
303,28,Move Tutor,
304,28,Move Tutor,
305,28,Move Tutor,
306,28,Move Tutor,
307,28,Move Tutor,
308,28,Move Tutor,
309,28,Move Tutor,
310,28,Move Tutor,
311,28,Move Tutor,
312,28,Move Tutor,
313,28,Move Tutor,
314,28,Move Tutor,
315,28,Move Tutor,
316,28,Move Tutor,
317,28,Move Tutor,
320,28,Move Tutor,
321,28,Move Tutor,
322,28,Move Tutor,
323,28,Move Tutor,
324,28,Move Tutor,
325,28,Move Tutor,
326,28,Move Tutor,
327,28,Move Tutor,
328,28,Move Tutor,
329,28,Move Tutor,
330,28,Move Tutor,
331,28,Move Tutor,
332,28,Move Tutor,
333,28,Move Tutor,
334,28,Move Tutor,
335,28,Move Tutor,
336,28,Move Tutor,
337,28,Move Tutor,
338,28,Move Tutor,
341,28,Move Tutor,
342,28,Move Tutor,
345,28,Move Tutor,
346,28,Move Tutor,
347,28,Move Tutor,
348,28,Move Tutor,
350,28,Move Tutor,
351,28,Move Tutor,
352,28,Move Tutor,
353,28,Move Tutor,
354,28,Move Tutor,
355,28,Move Tutor,
356,28,Move Tutor,
357,28,Move Tutor,
359,28,Move Tutor,
361,28,Move Tutor,
362,28,Move Tutor,
363,28,Move Tutor,
364,28,Move Tutor,
365,28,Move Tutor,
366,28,Move Tutor,
367,28,Move Tutor,
368,28,Move Tutor,
369,28,Move Tutor,
371,28,Move Tutor,
372,28,Move Tutor,
373,28,Move Tutor,
375,28,Move Tutor,
376,28,Move Tutor,
377,28,Move Tutor,
378,28,Move Tutor,
379,28,Move Tutor,
380,28,Move Tutor,
381,28,Move Tutor,
382,28,Move Tutor,
383,28,Move Tutor,
384,28,Move Tutor,
385,28,Move Tutor,
386,28,Move Tutor,
58,28,Breeding,
59,28,Breeding,
108,28,Breeding,
179,28,Breeding,
180,28,Breeding,
181,28,Breeding,
194,28,Breeding,
195,28,Breeding,
220,28,Breeding,
221,28,Breeding,
231,28,Breeding,
232,28,Breeding,
287,28,Breeding,
288,28,Breeding,
289,28,Breeding,
304,28,Breeding,
305,28,Breeding,
306,28,Breeding,
322,28,Breeding,
323,28,Breeding,
336,28,Breeding,
341,28,Breeding,
342,28,Breeding,
366,28,Breeding,
367,28,Breeding,
368,28,Breeding,
