278,123,1,9,26,28
352,123,1,1,25,25
353,123,1,30,26,28
72,123,2,60,5,35
278,123,2,35,10,30
279,123,2,5,25,30
72,123,4,30,5,10
129,123,4,70,5,10
72,123,5,20,10,30
129,123,5,60,10,30
320,123,5,20,10,30
320,123,6,100,20,45
43,119,8,30,24,27
263,119,8,30,25,27
264,119,8,30,25,27
352,119,8,1,25,25
357,119,8,9,25,27
72,119,2,60,5,35
278,119,2,35,10,30
279,119,2,5,25,30
72,119,4,30,5,10
129,119,4,70,5,10
72,119,5,20,10,30
129,119,5,60,10,30
318,119,5,20,10,30
318,119,6,100,20,45
349,119,9,50,20,25
252,119,9,0,30,30
351,35,14,0,25,25
311,36,13,0,1,100
43,120,8,25,25,27
183,120,8,15,25,27
261,120,8,20,25,25
262,120,8,30,25,27
273,120,8,1,25,25
352,120,8,1,25,25
359,120,8,8,25,27
118,120,2,1,20,30
183,120,2,99,5,35
118,120,4,30,5,10
129,120,4,70,5,10
118,120,5,20,10,30
129,120,5,60,10,30
339,120,5,20,10,30
339,120,6,100,20,45
352,120,9,0,30,30
273,120,7,25,25,25
379,37,9,0,40,40
43,121,1,15,26,28
44,121,1,5,28,28
261,121,1,20,26,26
262,121,1,20,26,28
278,121,1,9,26,28
352,121,1,1,25,25
353,121,1,30,26,28
72,121,2,60,5,35
278,121,2,35,10,30
279,121,2,5,25,30
72,121,4,30,5,10
129,121,4,70,5,10
72,121,5,20,10,30
129,121,5,60,10,30
320,121,5,20,10,30
320,121,6,100,20,45
72,122,2,60,5,35
278,122,2,35,10,30
279,122,2,5,25,30
72,122,4,30,5,10
129,122,4,70,5,10
72,122,5,20,10,30
129,122,5,60,10,30
320,122,5,20,10,30
319,122,6,40,30,35
320,122,6,60,25,45
353,39,10,100,22,29
353,40,10,90,22,29
355,40,10,10,25,29
37,41,1,30,25,29
278,41,1,10,26,28
353,41,1,60,27,29
353,42,1,85,24,30
355,42,1,13,26,30
358,42,1,2,28,28
25,43,1,5,25,27
43,43,1,40,25,27
44,43,1,5,25,25
84,43,1,10,25,25
177,43,1,10,25,25
203,43,1,20,25,27
202,43,1,10,27,29
25,44,1,5,25,27
43,44,1,40,25,27
44,44,1,5,25,25
84,44,1,10,25,25
177,44,1,10,25,25
203,44,1,20,25,27
202,44,1,10,27,29
54,44,2,100,20,35
118,44,4,30,5,10
129,44,4,70,5,10
118,44,5,40,10,30
129,44,5,60,10,30
118,44,6,80,25,35
119,44,6,20,25,40
43,45,1,30,27,29
44,45,1,15,29,31
84,45,1,15,27,29
85,45,1,5,29,31
111,45,1,30,27,29
127,45,1,5,27,29
54,45,2,95,20,35
55,45,2,5,25,40
118,45,4,30,5,10
129,45,4,70,5,10
118,45,5,40,10,30
129,45,5,60,10,30
118,45,6,80,25,35
119,45,6,20,25,40
43,46,1,30,27,29
44,46,1,15,29,31
177,46,1,15,27,29
178,46,1,5,29,31
214,46,1,5,27,29
231,46,1,30,27,29
74,46,12,100,5,30
163,47,1,5,35,35
167,47,1,10,33,33
179,47,1,30,34,36
190,47,1,10,34,34
191,47,1,30,33,35
207,47,1,5,37,40
209,47,1,5,34,34
234,47,1,5,36,39
183,47,2,39,25,35
194,47,2,50,25,30
195,47,2,1,35,40
118,47,4,30,25,30
129,47,4,70,25,30
118,47,5,20,25,30
129,47,5,60,25,30
223,47,5,20,30,35
118,47,6,40,25,30
223,47,6,59,25,35
224,47,6,1,35,40
163,48,1,5,35,35
165,48,1,10,33,333
190,48,1,30,33,35
191,48,1,10,34,34
204,48,1,5,34,34
216,48,1,30,34,34
228,48,1,5,36,36
241,48,1,5,37,37
213,48,12,100,20,20
72,49,2,60,5,35
278,49,2,35,10,30
279,49,2,5,25,30
72,49,4,30,5,10
129,49,4,70,5,10
72,49,5,20,10,30
129,49,5,60,10,30
320,49,5,20,10,30
120,49,6,15,25,30
320,49,6,85,25,45
72,124,2,60,5,35
278,124,2,35,10,30
279,124,2,5,25,30
72,124,4,30,5,10
129,124,4,70,5,10
72,124,5,20,10,30
129,124,5,60,10,30
320,124,5,20,10,30
319,124,6,40,30,35
320,124,6,60,25,45
170,124,11,30,20,30
366,124,11,65,20,35
369,124,11,5,30,35
72,50,2,60,5,35
278,50,2,35,10,30
279,50,2,5,25,30
72,50,4,30,5,10
129,50,4,70,5,10
72,50,5,20,10,30
129,50,5,60,10,30
320,50,5,20,10,30
319,50,6,40,30,35
320,50,6,60,25,45
374,50,14,0,5,5
72,125,2,60,5,35
278,125,2,35,10,30
279,125,2,5,25,30
72,125,4,30,5,10
129,125,4,70,5,10
72,125,5,20,10,30
129,125,5,60,10,30
320,125,5,20,10,30
319,125,6,40,30,35
320,125,6,60,25,45
41,51,10,45,26,32
42,51,10,5,32,32
363,51,10,50,26,32
72,51,2,60,5,35
41,51,2,30,5,35
363,51,2,10,25,35
72,51,4,30,5,10
129,51,4,70,5,10
72,51,5,20,10,30
129,51,5,60,10,30
320,51,5,20,10,30
320,51,6,100,20,45
41,52,10,40,26,30
42,52,10,5,30,32
361,52,10,10,26,30
363,52,10,45,26,32
72,127,2,60,5,35
278,127,2,35,10,30
279,127,2,5,25,30
72,127,4,30,5,10
129,127,4,70,5,10
72,127,5,20,10,30
129,127,5,60,10,30
320,127,5,20,10,30
319,127,6,40,30,35
320,127,6,60,25,45
72,126,2,60,5,35
278,126,2,35,10,30
279,126,2,5,25,30
72,126,4,30,5,10
129,126,4,70,5,10
72,126,5,20,10,30
129,126,5,60,10,30
320,126,5,20,10,30
319,126,6,40,30,35
320,126,6,60,25,45
170,126,11,30,20,30
366,126,11,65,20,35
369,126,11,5,30,35
129,53,2,100,5,35
72,53,4,30,5,10
129,53,4,70,5,10
129,53,5,100,10,30
129,53,6,80,30,35
130,53,6,20,5,45
41,54,10,90,28,35
42,54,10,10,33,36
41,55,10,60,30,34
42,55,10,10,33,36
302,55,10,30,30,34
72,128,2,60,5,35
278,128,2,35,10,30
279,128,2,5,25,30
72,128,4,30,5,10
129,128,4,70,5,10
129,128,5,60,10,30
320,128,5,20,10,30
370,128,5,20,10,30
222,128,6,15,30,35
320,128,6,45,30,45
370,128,6,40,30,35
41,56,10,90,28,35
42,56,10,10,33,36
41,56,2,35,5,35
42,56,2,5,30,35
72,56,2,60,5,35
72,56,4,30,5,10
129,56,4,70,5,10
72,56,5,20,10,30
129,56,5,60,10,30
320,56,5,20,10,30
320,56,6,100,20,45
72,129,2,60,5,35
278,129,2,35,10,30
279,129,2,4,25,30
321,129,2,1,25,30
72,129,4,30,5,10
129,129,4,70,5,10
72,129,5,20,10,30
129,129,5,60,10,30
320,129,5,20,10,30
319,129,6,40,30,35
320,129,6,60,25,45
360,130,1,100,5,50
72,130,2,60,5,35
278,130,2,35,10,30
279,130,2,5,25,30
72,130,4,30,5,10
129,130,4,70,5,10
72,130,5,20,10,30
129,130,5,60,10,30
320,130,5,20,10,30
319,130,6,40,30,35
320,130,6,60,25,45
72,130,2,60,5,35
278,130,2,35,10,30
279,130,2,5,25,30
72,130,4,30,5,10
129,130,4,70,5,10
72,130,5,20,10,30
129,130,5,60,10,30
320,130,5,20,10,30
319,130,6,40,30,35
320,130,6,60,25,45
72,57,2,60,5,35
278,57,2,35,10,30
279,57,2,5,25,30
72,57,4,30,5,10
129,57,4,70,5,10
72,57,5,20,10,30
129,57,5,60,10,30
320,57,5,20,10,30
319,57,6,40,30,35
320,57,6,60,25,45
116,57,13,0,1,100
72,132,2,60,5,35
278,132,2,35,10,30
279,132,2,5,25,30
72,132,4,30,5,10
129,132,4,70,5,10
72,132,5,20,10,30
129,132,5,60,10,30
320,132,5,20,10,30
319,132,6,40,30,35
320,132,6,45,40,45
116,132,6,15,25,30
72,133,2,60,5,35
278,133,2,35,10,30
279,133,2,5,25,30
72,133,4,30,5,10
129,133,4,70,5,10
72,133,5,20,10,30
129,133,5,60,10,30
320,133,5,20,10,30
319,133,6,40,30,35
320,133,6,45,40,45
116,133,6,15,25,30
72,134,2,60,5,35
278,134,2,35,10,30
279,134,2,5,25,30
72,134,4,30,5,10
129,134,4,70,5,10
72,134,5,20,10,30
129,134,5,60,10,30
320,134,5,20,10,30
319,134,6,40,30,35
320,134,6,45,40,45
116,134,6,15,25,30
42,59,10,30,34,35
302,59,10,30,33,34
344,59,10,25,36,38
354,59,10,15,37,38
42,60,10,30,34,35
302,60,10,30,33,34
334,60,10,6,38,39
344,60,10,19,36,38
354,60,10,15,37,38
384,61,9,0,70,70
72,62,2,60,5,35
278,62,2,35,10,30
279,62,2,5,25,30
72,62,4,30,5,10
129,62,4,70,5,10
129,62,5,60,10,30
320,62,5,20,10,30
370,62,5,20,10,30
222,62,6,15,30,35
320,62,6,45,30,45
370,62,6,40,30,35
41,63,10,10,36,36
42,63,10,25,38,40
293,63,10,5,36,36
294,63,10,10,40,40
296,63,10,10,36,36
297,63,10,15,40,40
304,63,10,5,36,36
305,63,10,10,40,40
42,64,10,35,38,42
295,64,10,35,38,42
303,64,10,5,38,38
305,64,10,25,40,42
74,64,12,30,30,40
75,64,12,70,30,40
42,65,10,35,40,44
302,65,10,35,40,44
303,65,10,5,42,44
305,65,10,25,40,44
42,65,2,100,25,40
118,65,4,30,5,10
129,65,4,70,5,10
118,65,5,20,10,30
129,65,5,60,10,30
339,65,5,20,10,30
339,65,6,80,25,35
340,65,6,20,30,45
